3.00	3.004647769230770E+00	5.526846153846150E-03	2.491163204378340E+04	1.864688235093120E-01	3.486141703421040E-03	8.394411373967800E+04
3.10	3.134074538461540E+00	6.291846153846150E-03	2.554798024696870E+04	2.037253274045590E-01	3.689246824241710E-03	8.638135345765780E+04
3.20	3.235284230769230E+00	7.499076923076920E-03	5.439677101541400E+02	2.110087214249880E-01	3.546404776705090E-03	2.558723087187550E+02
3.30	3.338731307692310E+00	7.732461538461540E-03	5.534478895583200E+02	2.309999320200980E-01	3.803218163919450E-03	2.670928910233140E+02
3.40	3.438647538461540E+00	7.907384615384620E-03	1.248839367713880E+03	2.086330347286710E-01	5.067845340036780E-03	2.481102445214330E+03
3.50	3.525994615384610E+00	7.999000000000000E-03	1.312118498945140E+03	1.963332745635650E-01	5.207119756049990E-03	2.668577227488600E+03
3.60	3.588336846153850E+00	8.774000000000000E-03	1.290985429868180E+03	1.928389357157320E-01	5.936184542538830E-03	2.675017263306190E+03
3.70	3.695515769230770E+00	1.125900000000000E-02	4.774115110100060E+02	1.624703893690050E-01	6.639128916449110E-03	2.630581234907480E+02
3.80	3.854447846153850E+00	1.195061538461540E-02	4.680738717204510E+02	1.760342070869910E-01	6.905629014278150E-03	2.583197975966980E+02
3.90	3.945471461538460E+00	1.211561538461540E-02	4.622761891421620E+02	2.230837911712220E-01	6.789248248160310E-03	2.499820304763590E+02
4.00	3.991558769230770E+00	1.247576923076920E-02	4.582878578588040E+02	1.913125982478190E-01	7.031689163011060E-03	2.519267537413010E+02
4.10	4.068325692307690E+00	1.315261538461540E-02	4.339865893591230E+02	1.537230284111830E-01	7.360954364738540E-03	2.308480851983730E+02
4.20	4.218488615384620E+00	1.465246153846150E-02	3.852177266814510E+02	1.912792707871190E-01	7.519810928631580E-03	1.979423021524620E+02
4.30	4.328312692307690E+00	1.556400000000000E-02	3.704363290987610E+02	2.297226158617540E-01	8.009653598579080E-03	1.900456100501010E+02
4.40	4.441924153846150E+00	1.663346153846150E-02	3.357494684930410E+02	2.322831525305160E-01	7.759189842873510E-03	1.542922939340040E+02
4.50	4.549956384615380E+00	1.709046153846150E-02	3.277188722462170E+02	2.264384527060920E-01	7.703234931012220E-03	1.434323378748710E+02
4.60	4.615920615384620E+00	1.791784615384620E-02	3.045617080012640E+02	1.976374734287850E-01	7.267708101819610E-03	1.197409968894450E+02
4.70	4.708089846153850E+00	1.892646153846150E-02	2.985670074141450E+02	1.963423382324650E-01	7.867939859527140E-03	1.232868523563510E+02
4.80	4.803399000000000E+00	1.946892307692310E-02	2.850816939992270E+02	1.736426728259900E-01	7.330945405099140E-03	1.038214402286400E+02
4.90	4.877164923076920E+00	2.072361538461540E-02	2.691289644727240E+02	1.787868034157150E-01	7.473847362003890E-03	9.533037737512950E+01
5.00	4.980506307692310E+00	2.202546153846150E-02	2.594319583300370E+02	1.759793745818330E-01	8.219180472111320E-03	9.184475865106440E+01
5.10	5.117220307692310E+00	2.255746153846150E-02	2.570418877634350E+02	2.028096177814910E-01	8.262286865542770E-03	8.491194968868270E+01
5.20	5.257687076923080E+00	2.387546153846150E-02	2.400884782449050E+02	2.169232004223050E-01	7.288585877567380E-03	6.669569719357330E+01
5.30	5.352722538461540E+00	2.481330769230770E-02	2.307389255261620E+02	2.551407023050420E-01	6.727118932804340E-03	5.639521766307370E+01
5.40	5.422428333333330E+00	2.566383333333330E-02	2.223142575519650E+02	2.086950871176790E-01	5.859486735675330E-03	4.948465469511390E+01
5.50	5.508736500000000E+00	2.593908333333330E-02	2.203684578403200E+02	1.681081230599820E-01	5.137109489754160E-03	4.088159676479020E+01
5.60	5.618241333333330E+00	2.795725000000000E-02	2.073137578297340E+02	1.710362645656050E-01	5.206291916597970E-03	3.475098861838710E+01
5.70	5.745479833333330E+00	2.864966666666670E-02	2.070108895450390E+02	2.126435525853980E-01	5.473444502525090E-03	3.467921688743720E+01
5.80	5.879246750000000E+00	2.905616666666670E-02	2.067077802655590E+02	2.098411435773600E-01	4.704330785445350E-03	2.783862234224190E+01
5.90	5.972192833333330E+00	2.839008333333330E-02	2.154739741356420E+02	1.912495708979210E-01	4.337987061190430E-03	3.543131042363340E+01
6.00	6.018652333333330E+00	2.783383333333330E-02	2.254007572823380E+02	1.868786367518290E-01	4.865872015602360E-03	5.654421476341970E+01
6.10	6.078354500000000E+00	2.783858333333330E-02	2.272009898973810E+02	1.507424803655230E-01	4.539213578332950E-03	5.643788953591360E+01
6.20	6.225524083333330E+00	2.754491666666670E-02	2.474485352510760E+02	1.474724755225300E-01	6.222221755642330E-03	9.871511565977920E+01
6.30	6.340661166666670E+00	2.659500000000000E-02	2.628527415421330E+02	1.955582479236610E-01	6.600989850014920E-03	1.018992650464380E+02
6.40	6.425299750000000E+00	2.636466666666670E-02	2.774566197003940E+02	2.083618842975390E-01	7.532531085601680E-03	1.205122785450470E+02
6.50	6.544027166666670E+00	2.622591666666670E-02	2.965067288035400E+02	2.069078348519910E-01	8.848708120947490E-03	1.424370665784720E+02
6.60	6.676572000000000E+00	2.563166666666670E-02	3.236989905078100E+02	2.438243215862600E-01	9.670202732564020E-03	1.735913127802460E+02
6.70	6.768013166666670E+00	2.537700000000000E-02	3.363114618507090E+02	2.259578324787000E-01	1.018015891329800E-02	1.807839712986180E+02
6.80	6.856051833333330E+00	2.454200000000000E-02	3.927024565898770E+02	2.058997656429110E-01	1.131955837625010E-02	2.577268597279370E+02
6.90	6.943871750000000E+00	2.344625000000000E-02	4.451252208876380E+02	1.658148269255620E-01	1.200332911546490E-02	3.189632963366120E+02
7.00	6.984650500000000E+00	2.247975000000000E-02	4.935634516610830E+02	1.438789131396610E-01	1.297254468820590E-02	3.438876853404590E+02
7.10	7.068116000000000E+00	2.247683333333330E-02	5.060040621866570E+02	1.094528428403450E-01	1.291451701144450E-02	3.739630092773080E+02
7.20	7.193975416666670E+00	2.148358333333330E-02	5.552249402592190E+02	1.386390484720780E-01	1.324977429655770E-02	3.898349193391420E+02
7.30	7.355346666666670E+00	2.061833333333330E-02	5.651699844414620E+02	2.149340039602600E-01	1.276750423492740E-02	3.643068222219050E+02
7.40	7.494873333333330E+00	1.990325000000000E-02	6.005881428682100E+02	2.443320232001030E-01	1.252239651667500E-02	3.883048900355740E+02
7.50	7.615132000000000E+00	1.870733333333330E-02	6.754559542937900E+02	2.545540580901560E-01	1.239875725851410E-02	4.477977147812970E+02
7.60	7.685605083333330E+00	1.716816666666670E-02	7.292823877368370E+02	2.274790049867090E-01	1.139536317128840E-02	4.694647106358050E+02
7.70	7.743503583333330E+00	1.512733333333330E-02	7.777654154565660E+02	1.950298539909800E-01	9.556820385928000E-03	4.683531648625020E+02
7.80	7.831546500000000E+00	1.427658333333330E-02	8.097896105018030E+02	1.636578039154160E-01	9.099346281082810E-03	4.757760665036050E+02
7.90	7.927939583333330E+00	1.275608333333330E-02	8.886232697849230E+02	1.317225039286870E-01	7.626783971180480E-03	5.046734425301610E+02
8.00	8.019641416666670E+00	1.207883333333330E-02	9.203841477228340E+02	1.421285975613040E-01	7.359914546982790E-03	4.889281981767820E+02
8.10	8.096029833333330E+00	1.073116666666670E-02	9.831374686793450E+02	1.303908350222730E-01	5.714493763424910E-03	4.806348825588610E+02
8.20	8.242973916666670E+00	1.087025000000000E-02	9.371304978831920E+02	1.825029595200480E-01	5.400434706654030E-03	4.006512409356570E+02
8.30	8.417954750000000E+00	9.953833333333330E-03	9.975408923773230E+02	2.355113939859120E-01	4.279510599615590E-03	3.855011948288450E+02
8.40	8.487660750000000E+00	8.634000000000000E-03	1.103376817893720E+03	2.768118535832370E-01	3.004729189128370E-03	3.741293185747380E+02
8.50	8.545379833333330E+00	8.458250000000000E-03	1.127816506826740E+03	2.400889751299970E-01	2.900452066057980E-03	3.724595819794290E+02
8.60	8.671175750000000E+00	8.081000000000000E-03	1.141074172170910E+03	1.962004306052550E-01	1.995501649544130E-03	2.901566446888250E+02
8.70	8.786745500000000E+00	7.807833333333330E-03	1.197154762154640E+03	1.574988923021890E-01	1.960789289773100E-03	3.024602078674820E+02
8.80	8.848478500000000E+00	7.355916666666670E-03	1.258510649768950E+03	1.607634117378180E-01	1.504550456577940E-03	2.809282598497420E+02
8.90	8.906664166666670E+00	7.099000000000000E-03	1.317914664515550E+03	1.198556929852410E-01	1.516092510370000E-03	3.074999489270410E+02
9.00	8.986410500000000E+00	6.970416666666670E-03	1.324061220493000E+03	8.700011142665260E-02	1.062041858742970E-03	2.334933203684460E+02
9.10	9.094232416666670E+00	6.936666666666670E-03	1.334462376718040E+03	1.565077889038640E-01	8.697336118350010E-04	1.905745944024270E+02
9.20	9.263888500000000E+00	7.165333333333330E-03	1.333818531180860E+03	2.064336725256240E-01	1.271028542384300E-03	2.408030312000530E+02
9.30	9.445958750000000E+00	7.088000000000000E-03	1.371535399953670E+03	2.519246268801200E-01	1.278564038286700E-03	2.240195348891490E+02
9.40	9.542610500000000E+00	6.974916666666670E-03	1.407087860403340E+03	2.388864223682810E-01	1.225572618434160E-03	2.308256674472310E+02
9.50	9.580153083333330E+00	6.883000000000000E-03	1.432817242167800E+03	2.113539649373610E-01	1.244381506344950E-03	2.342295336813780E+02
9.60	9.629476333333330E+00	6.822500000000000E-03	1.454953253363680E+03	1.756832570178180E-01	1.214563604756870E-03	2.510479403738660E+02
9.70	9.713798750000000E+00	6.836583333333330E-03	1.461400087187770E+03	1.296223402800900E-01	1.147306734511550E-03	2.471797247088840E+02
9.80	9.826948500000000E+00	6.916000000000000E-03	1.451952477492130E+03	1.396687195422920E-01	1.049932458145130E-03	2.066999784240410E+02
9.90	9.951257166666670E+00	7.006666666666670E-03	1.464147501601590E+03	1.809592818881420E-01	1.326568400883360E-03	2.378006823234220E+02
10.00	1.002929466666670E+01	7.043916666666670E-03	1.464396695631930E+03	1.614040188039180E-01	1.281850255056690E-03	2.310384617877000E+02
10.10	1.014681466666670E+01	7.161500000000000E-03	1.464238168904300E+03	1.584353996477920E-01	1.365038674665790E-03	2.560431061922660E+02
10.20	1.031127245454550E+01	7.457363636363640E-03	1.434849621942270E+03	2.376750572006640E-01	1.450262939966860E-03	2.752132008141160E+02
10.30	1.040531000000000E+01	7.421818181818180E-03	1.443382736533490E+03	2.463939060204210E-01	1.298035706063160E-03	2.422989257625070E+02
10.40	1.049077609090910E+01	7.408090909090910E-03	1.454442010348630E+03	2.241771238391870E-01	1.222134232662120E-03	2.366364700972290E+02
10.50	1.057422800000000E+01	7.358181818181820E-03	1.482469955724720E+03	1.944286033825080E-01	1.285812005075660E-03	2.643000097535060E+02
10.60	1.067335890909090E+01	7.593454545454550E-03	1.453897780402270E+03	1.958319448272170E-01	1.444290285833170E-03	2.619701631826860E+02
10.70	1.079293972727270E+01	7.645727272727270E-03	1.458963051430110E+03	1.924769377661510E-01	1.444353903427790E-03	2.581019553388120E+02
10.80	1.087078781818180E+01	7.584181818181820E-03	1.481397586074370E+03	1.784326713035270E-01	1.433845041594730E-03	2.620878672163840E+02
10.90	1.092373536363640E+01	7.584727272727270E-03	1.485754978190760E+03	1.599180849379810E-01	1.381288271598730E-03	2.559758443154410E+02
11.00	1.102899272727270E+01	7.783636363636360E-03	1.453305186382340E+03	1.369892177476290E-01	1.268409976217700E-03	2.287847105490410E+02
11.10	1.116206681818180E+01	7.755727272727270E-03	1.477215030462140E+03	1.926550041243380E-01	1.257178955288320E-03	2.398984431238980E+02
11.20	1.130038645454550E+01	7.997454545454550E-03	1.450057743510120E+03	2.929069481395580E-01	1.283182008179550E-03	2.353768352021750E+02
11.30	1.136831572727270E+01	8.173363636363640E-03	1.432718950625140E+03	2.614751027136380E-01	1.451069779208510E-03	2.422442412408280E+02
11.40	1.153464472727270E+01	8.168636363636360E-03	1.460983978422040E+03	2.614730867628430E-01	1.528030537101290E-03	2.695471614578050E+02
11.50	1.161416890909090E+01	8.209636363636370E-03	1.455220693595800E+03	2.398859067221350E-01	1.411976002418230E-03	2.444297610577800E+02
11.60	1.169498172727270E+01	8.200090909090910E-03	1.464037070055580E+03	2.287569765362720E-01	1.367815342039030E-03	2.341427058176990E+02
11.70	1.179092281818180E+01	8.204818181818180E-03	1.475298965185340E+03	1.838924244041600E-01	1.346727536605400E-03	2.382249341438280E+02
11.80	1.183189972727270E+01	8.233727272727270E-03	1.480136091816060E+03	1.448021383588280E-01	1.403712874739970E-03	2.570843286855380E+02
11.90	1.197614918181820E+01	8.316909090909090E-03	1.477771355685540E+03	2.277192667952910E-01	1.319072570513460E-03	2.424706502002630E+02
12.00	1.201355372727270E+01	8.446090909090910E-03	1.470584786431740E+03	1.982391051084480E-01	1.568191747004140E-03	2.655763397685410E+02
12.10	1.214586918181820E+01	8.531545454545450E-03	1.473062905849640E+03	2.234365131066080E-01	1.624496249954340E-03	2.666648760525250E+02
12.20	1.232435281818180E+01	8.963181818181820E-03	1.406245615916490E+03	1.845375100178910E-01	1.366486790554640E-03	2.101143217676240E+02
12.30	1.245314572727270E+01	8.947818181818180E-03	1.425082631843510E+03	2.288077290438380E-01	1.385816583572940E-03	2.205328248650530E+02
12.40	1.250942754545450E+01	8.830909090909090E-03	1.449955975223970E+03	2.327864235667000E-01	1.343641960869140E-03	2.243958893352010E+02
12.50	1.256489727272730E+01	8.812181818181820E-03	1.455250968418030E+03	1.869277602571210E-01	1.254794066275550E-03	2.099019996557020E+02
12.60	1.261426763636360E+01	8.892909090909090E-03	1.454744235547700E+03	1.607945036777030E-01	1.379211135168180E-03	2.369326048638820E+02
12.70	1.270831772727270E+01	8.990727272727270E-03	1.458086171026190E+03	1.471951873892690E-01	1.603640182432060E-03	2.550028535578890E+02
12.80	1.284923836363640E+01	9.214727272727270E-03	1.425397799499450E+03	1.453514654304420E-01	1.400093249550910E-03	2.087111100387950E+02
12.90	1.298299600000000E+01	9.271727272727270E-03	1.428176042975620E+03	2.033659887842160E-01	1.319442105995700E-03	2.020717033951120E+02
13.00	1.306612127272730E+01	9.326272727272730E-03	1.428678068531610E+03	2.044602724719140E-01	1.336557932690540E-03	1.978189250773250E+02
13.10	1.315915836363640E+01	9.486363636363640E-03	1.416928955079700E+03	1.981000229898900E-01	1.346351721756870E-03	2.133500276007400E+02
13.20	1.326037054545450E+01	9.452636363636360E-03	1.431652847891350E+03	1.889995967948380E-01	1.307419684494980E-03	2.110865157436380E+02
13.30	1.337097890909090E+01	9.537727272727270E-03	1.427166301063090E+03	2.533098934343450E-01	1.275267750204150E-03	1.912501954412170E+02
13.40	1.345571254545450E+01	9.634727272727270E-03	1.429057481913650E+03	2.053284139945580E-01	1.485757479959700E-03	2.141271427264280E+02
13.50	1.356899154545450E+01	9.605454545454550E-03	1.444385981962340E+03	2.037633030023560E-01	1.467976180363870E-03	2.128607477857460E+02
13.60	1.364046163636360E+01	9.554636363636360E-03	1.459791026101060E+03	1.949832882914810E-01	1.464715006268040E-03	2.150577017382700E+02
13.70	1.376117972727270E+01	9.827363636363640E-03	1.429634369401790E+03	1.907982725741750E-01	1.426605970491260E-03	2.056557417794030E+02
13.80	1.387661190909090E+01	9.851636363636360E-03	1.434218007301360E+03	2.055756318206180E-01	1.307622983802520E-03	1.965547125632580E+02
13.90	1.396846436363640E+01	9.824909090909090E-03	1.449145056499900E+03	2.082779819634730E-01	1.323380344870700E-03	2.061736233687630E+02
14.00	1.403395100000000E+01	9.889363636363640E-03	1.438788566958000E+03	1.952495992783690E-01	1.141926304955980E-03	1.727980120598890E+02
14.10	1.412333327272730E+01	1.000036363636360E-02	1.438661131422370E+03	1.704632591797960E-01	1.384299643911040E-03	1.946588269394130E+02
14.20	1.426246454545450E+01	1.027172727272730E-02	1.415877866783900E+03	1.574209264877070E-01	1.441258357440660E-03	1.984355561380800E+02
14.30	1.440513281818180E+01	1.022863636363640E-02	1.436182954830260E+03	2.299014352368580E-01	1.450715890531750E-03	2.001931737680900E+02
14.40	1.443620754545450E+01	1.018163636363640E-02	1.446785012476650E+03	2.199536174090780E-01	1.467567391838200E-03	2.044186118604980E+02
14.50	1.451580263636360E+01	1.020072727272730E-02	1.447662148070720E+03	1.832640779423220E-01	1.343855856103430E-03	1.898816188759540E+02
14.60	1.465882990909090E+01	1.050945454545450E-02	1.412528783769960E+03	1.771511597880870E-01	1.157988802241070E-03	1.627122438790980E+02
14.70	1.481829836363640E+01	1.050918181818180E-02	1.429298158785370E+03	2.496539929507060E-01	1.178120986083870E-03	1.739094514279210E+02
14.80	1.488358636363640E+01	1.059254545454550E-02	1.429736908411320E+03	2.177340986972510E-01	1.387268825206000E-03	1.910702934057520E+02
14.90	1.496100209090910E+01	1.061281818181820E-02	1.434509019553240E+03	1.814698801266300E-01	1.410296733327090E-03	1.899984155912700E+02
15.00	1.503109390909090E+01	1.055863636363640E-02	1.449735663654380E+03	1.514536645281050E-01	1.433353047465170E-03	1.960210022233930E+02
15.10	1.508857954545450E+01	1.055418181818180E-02	1.454784304183010E+03	1.553191582266910E-01	1.420121750105940E-03	1.901606466320820E+02
15.20	1.522783790909090E+01	1.078200000000000E-02	1.435160396685080E+03	1.626274131730420E-01	1.358762605528210E-03	1.832596451564100E+02
15.30	1.535695527272730E+01	1.092754545454550E-02	1.423961436141620E+03	2.109257573378890E-01	1.217184333812810E-03	1.696772068570780E+02
15.40	1.545642627272730E+01	1.109654545454550E-02	1.408936791372860E+03	2.222628048766880E-01	1.140103453331110E-03	1.582537612775170E+02
15.50	1.558894963636360E+01	1.121409090909090E-02	1.409977556458300E+03	2.522458588683500E-01	1.313618420764530E-03	1.723457132253120E+02
15.60	1.568561809090910E+01	1.119863636363640E-02	1.422288890295380E+03	2.352310922690340E-01	1.356373056267560E-03	1.815946165053270E+02
15.70	1.578610854545450E+01	1.122963636363640E-02	1.422659848477980E+03	2.166100709277820E-01	1.231135194756690E-03	1.569804931404220E+02
15.80	1.588031036363640E+01	1.128400000000000E-02	1.424047531112970E+03	1.917807061815760E-01	1.230737472929430E-03	1.557696468764560E+02
15.90	1.595090881818180E+01	1.119236363636360E-02	1.443243450466260E+03	1.571658866686100E-01	1.240470458607410E-03	1.653918457150040E+02
16.00	1.599983690909090E+01	1.113963636363640E-02	1.454708182886790E+03	1.211452440228480E-01	1.231395237689730E-03	1.681673178974140E+02
16.10	1.605252181818180E+01	1.123763636363640E-02	1.448702703702110E+03	1.015573817583110E-01	1.303981265392980E-03	1.758510362361570E+02
16.20	1.621088854545450E+01	1.146272727272730E-02	1.436731722690600E+03	1.408090419477660E-01	1.425328165779830E-03	1.827264326836160E+02
16.30	1.640858527272730E+01	1.153836363636360E-02	1.446034518188740E+03	2.523169413258190E-01	1.469437819076480E-03	1.908125412095050E+02
16.40	1.652857663636360E+01	1.157700000000000E-02	1.447749802255220E+03	2.421536119368240E-01	1.334950118237310E-03	1.767677929204720E+02
16.50	1.661651827272730E+01	1.168763636363640E-02	1.437574488338850E+03	2.624744921508270E-01	1.211926210829630E-03	1.558204459976420E+02
16.60	1.667699845454550E+01	1.163272727272730E-02	1.450001885582820E+03	2.262914683601910E-01	1.208851151895060E-03	1.597927081941860E+02
16.70	1.676245081818180E+01	1.173645454545450E-02	1.444799767648280E+03	1.716223179345850E-01	1.227407198020310E-03	1.597702723337620E+02
16.80	1.680670663636360E+01	1.163245454545450E-02	1.462511504849460E+03	1.617362225849540E-01	1.242420464887090E-03	1.667331214289660E+02
16.90	1.686981445454550E+01	1.184536363636360E-02	1.444143087842120E+03	1.287700794096090E-01	1.371423233706650E-03	1.744118708126590E+02
17.00	1.703218636363640E+01	1.195154545454550E-02	1.440891524676590E+03	1.563656895527990E-01	1.258117089769570E-03	1.521171188583290E+02
17.10	1.716111790909090E+01	1.206700000000000E-02	1.438458573877390E+03	1.856060947703520E-01	1.279298387256220E-03	1.559736341843540E+02
17.20	1.728029490909090E+01	1.213336363636360E-02	1.440362354530980E+03	2.146518914439060E-01	1.266329217048400E-03	1.571161244478470E+02
17.30	1.738320254545450E+01	1.219345454545450E-02	1.439658460316640E+03	2.297882690020870E-01	1.168762155105400E-03	1.485177754322600E+02
17.40	1.749578209090910E+01	1.219800000000000E-02	1.449145273993220E+03	2.355483426369030E-01	1.191040034438960E-03	1.531921088198260E+02
17.50	1.755165372727270E+01	1.218800000000000E-02	1.451630686623410E+03	2.338017198420650E-01	1.066969710739890E-03	1.332812730435610E+02
17.60	1.762918945454550E+01	1.227563636363640E-02	1.451466425816310E+03	1.963629442849330E-01	1.247321149338360E-03	1.526789600523690E+02
17.70	1.778002027272730E+01	1.235618181818180E-02	1.455439048409700E+03	1.800539569674960E-01	1.295015396060240E-03	1.591935116485960E+02
17.80	1.787884018181820E+01	1.242545454545450E-02	1.454011801664490E+03	1.669556175824300E-01	1.241492310497650E-03	1.532096551915190E+02
17.90	1.795355754545450E+01	1.240672727272730E-02	1.461102406732900E+03	1.749898130361580E-01	1.201420075721690E-03	1.466872652117630E+02
18.00	1.800766472727270E+01	1.234327272727270E-02	1.474171609548680E+03	1.643971796468380E-01	1.232314237589300E-03	1.543557748259590E+02
18.10	1.811052800000000E+01	1.229736363636360E-02	1.488049197324090E+03	1.308030667280190E-01	1.211296170729170E-03	1.565171966990280E+02
18.20	1.825408263636360E+01	1.274345454545450E-02	1.443017087317990E+03	1.945651275192830E-01	1.047177623522680E-03	1.297206424624310E+02
18.30	1.841662645454550E+01	1.281045454545450E-02	1.451049218150080E+03	2.693594667703250E-01	1.195969926927810E-03	1.456225039669900E+02
18.40	1.850010118181820E+01	1.278072727272730E-02	1.460465115602760E+03	2.489948887663870E-01	1.178495812536170E-03	1.426791997671160E+02
18.50	1.857585600000000E+01	1.282572727272730E-02	1.460332576415230E+03	2.277299937992760E-01	1.129866692934020E-03	1.385058428200390E+02
18.60	1.865636081818180E+01	1.285927272727270E-02	1.463824440795790E+03	2.073410423204060E-01	1.179589226723290E-03	1.435170822626100E+02
18.70	1.876650127272730E+01	1.287727272727270E-02	1.467993857075040E+03	2.126543364562620E-01	1.072881090666970E-03	1.290071225422100E+02
18.80	1.886348072727270E+01	1.290318181818180E-02	1.471811487245380E+03	1.673901848665350E-01	1.015344260308860E-03	1.262839479724710E+02
18.90	1.892408118181820E+01	1.289245454545450E-02	1.478620009089020E+03	1.501893441219620E-01	1.060106286578370E-03	1.316624714904600E+02
19.00	1.899206363636360E+01	1.296009090909090E-02	1.479022459003640E+03	1.260983035386380E-01	1.215692877972770E-03	1.459030090576530E+02
19.10	1.912797209090910E+01	1.308145454545450E-02	1.474396502512750E+03	1.321879269177400E-01	1.160361100820570E-03	1.384497411232470E+02
19.20	1.928992745454550E+01	1.317281818181820E-02	1.477296881443550E+03	2.278454856058710E-01	1.197029035736680E-03	1.436652610455690E+02
19.30	1.937543827272730E+01	1.320690909090910E-02	1.479565095413150E+03	2.460701366972400E-01	1.185266709881670E-03	1.407542896946330E+02
19.40	1.951668518181820E+01	1.332200000000000E-02	1.473215879342880E+03	2.341325885354930E-01	9.543802367838700E-04	1.160633674660410E+02
19.50	1.960923081818180E+01	1.328718181818180E-02	1.484391887886760E+03	2.136880656695720E-01	9.566162732333570E-04	1.202589237002490E+02
19.60	1.965999481818180E+01	1.331327272727270E-02	1.485973408509420E+03	2.071580050048840E-01	9.845624862121240E-04	1.257217890891050E+02
19.70	1.972325036363640E+01	1.336118181818180E-02	1.487097329633250E+03	1.637481595784280E-01	1.102335604579640E-03	1.333220628448560E+02
19.80	1.982138681818180E+01	1.334981818181820E-02	1.497087752687870E+03	1.335934949415360E-01	1.180921967877170E-03	1.399533329035670E+02
